customer_id,customer_name,gender,age,customer_type,city,join_date,email,phone,loyalty_points,age_group,Recency,Frequency,Monetary,Recency_Score,Frequency_Score,Monetary_Score,RFM_Group,RFM_Score,Segment
1419,Customer_1419,Male,46,Occasional,Mumbai,2020-10-04,cust1419@email.com,+91-8967770105,4979,45-54,57.0,11.0,47568.1,4.0,5.0,5.0,455,14.0,Champions
1420,Customer_1420,Female,40,Regular,Bangalore,2020-10-03,cust1420@email.com,+91-7053102106,3775,35-44,117.0,5.0,24168.44,3.0,3.0,4.0,334,10.0,Loyal Customers
1421,Customer_1421,Male,23,VIP,Goa,2021-05-05,cust1421@email.com,+91-9676013419,1112,<25,320.0,2.0,25410.18,2.0,1.0,4.0,214,7.0,About to Sleep
1422,Customer_1422,Female,49,Regular,Mumbai,2020-12-26,cust1422@email.com,+91-9523620074,648,45-54,870.0,2.0,9107.86,1.0,1.0,1.0,111,3.0,Lost / Hibernating
1423,Customer_1423,Male,59,New,Mumbai,2021-09-22,cust1423@email.com,+91-9244386751,1179,55+,205.0,7.0,15040.75,2.0,5.0,3.0,253,10.0,At Risk
1424,Customer_1424,Male,35,Occasional,Mumbai,2020-01-30,cust1424@email.com,+91-8802141793,2142,35-44,611.0,4.0,16611.350000000002,1.0,2.0,3.0,123,6.0,Lost / Hibernating
1425,Customer_1425,Other,32,Occasional,Bangalore,2020-12-21,cust1425@email.com,+91-7483264745,16,25-34,40.0,4.0,6711.37,5.0,2.0,1.0,521,8.0,Potential Loyalists
1426,Customer_1426,Other,57,New,Mumbai,2020-06-23,cust1426@email.com,+91-8780016559,116,55+,42.0,8.0,35224.26,5.0,5.0,5.0,555,15.0,Champions
1427,Customer_1427,Male,49,Occasional,Mumbai,2020-03-12,cust1427@email.com,+91-7642708893,1545,45-54,96.0,6.0,32312.79,4.0,4.0,5.0,445,13.0,Champions
1428,Customer_1428,Female,26,Occasional,Goa,2020-12-30,cust1428@email.com,+91-7636513034,3151,25-34,594.0,3.0,7572.98,1.0,1.0,1.0,111,3.0,Lost / Hibernating
1429,Customer_1429,Female,54,Occasional,Bangalore,2021-10-31,cust1429@email.com,+91-9433502391,2693,45-54,1007.0,3.0,12032.86,1.0,1.0,2.0,112,4.0,Lost / Hibernating
1430,Customer_1430,Female,27,Occasional,Bangalore,2020-11-20,cust1430@email.com,+91-9525157887,4089,25-34,46.0,6.0,28751.56,5.0,4.0,5.0,545,14.0,Champions
1431,Customer_1431,Male,37,Occasional,Mumbai,2021-03-25,cust1431@email.com,+91-9502579013,1276,35-44,93.0,6.0,22066.45,4.0,4.0,4.0,444,12.0,Champions
1432,Customer_1432,Female,23,New,Bangalore,2021-06-21,cust1432@email.com,+91-7430372878,3240,<25,92.0,6.0,21894.97,4.0,4.0,4.0,444,12.0,Champions
1433,Customer_1433,Female,65,Occasional,Delhi,2021-08-29,cust1433@email.com,+91-7453698094,4942,55+,199.0,4.0,11524.26,2.0,2.0,2.0,222,6.0,Need Attention
1434,Customer_1434,Female,20,Occasional,Bangalore,2020-09-23,cust1434@email.com,+91-9416708343,3788,<25,100.0,2.0,4133.12,4.0,1.0,1.0,411,6.0,New Customers
1435,Customer_1435,Male,59,VIP,Bangalore,2021-09-30,cust1435@email.com,+91-7433750626,371,55+,180.0,3.0,9119.7,3.0,1.0,1.0,311,5.0,Promising
1436,Customer_1436,Male,28,Regular,Bangalore,2020-02-23,cust1436@email.com,+91-8228759446,2807,25-34,340.0,8.0,34987.71,2.0,5.0,5.0,255,12.0,At Risk
1437,Customer_1437,Male,60,Regular,Chennai,2021-05-29,cust1437@email.com,+91-9300528259,155,55+,83.0,3.0,11285.67,4.0,1.0,2.0,412,7.0,New Customers
1438,Customer_1438,Female,34,New,Chennai,2020-03-15,cust1438@email.com,+91-8476906868,2661,25-34,246.0,8.0,20725.08,2.0,5.0,4.0,254,11.0,At Risk
1439,Customer_1439,Male,49,VIP,Chennai,2020-03-18,cust1439@email.com,+91-8764759274,464,45-54,14.0,7.0,24048.85,5.0,5.0,4.0,554,14.0,Champions
1440,Customer_1440,Female,21,Occasional,Bangalore,2020-04-30,cust1440@email.com,+91-8134458188,4878,<25,222.0,4.0,10626.91,2.0,2.0,2.0,222,6.0,Need Attention
1441,Customer_1441,Other,21,Occasional,Delhi,2021-12-11,cust1441@email.com,+91-8645159179,4899,<25,304.0,9.0,29378.62,2.0,5.0,5.0,255,12.0,At Risk
1442,Customer_1442,Male,34,Regular,Bangalore,2021-11-11,cust1442@email.com,+91-9812291645,4315,25-34,464.0,4.0,19217.81,1.0,2.0,3.0,123,6.0,Lost / Hibernating
1443,Customer_1443,Female,58,Occasional,Mumbai,2021-01-25,cust1443@email.com,+91-9085570788,1773,55+,69.0,5.0,34236.43,4.0,3.0,5.0,435,12.0,Loyal Customers
1444,Customer_1444,Male,36,Occasional,Delhi,2021-04-27,cust1444@email.com,+91-9456821088,116,35-44,0.0,3.0,9240.86,5.0,1.0,2.0,512,8.0,New Customers
1445,Customer_1445,Female,22,Occasional,Chennai,2021-08-26,cust1445@email.com,+91-9615472543,2103,<25,386.0,7.0,27861.06,1.0,5.0,5.0,155,11.0,Can't Lose Them
1446,Customer_1446,Male,49,Occasional,Goa,2020-06-02,cust1446@email.com,+91-9031719772,1374,45-54,537.0,2.0,5407.15,1.0,1.0,1.0,111,3.0,Lost / Hibernating
1447,Customer_1447,Female,39,Regular,Delhi,2021-06-05,cust1447@email.com,+91-7160913827,3203,35-44,60.0,6.0,19090.9,4.0,4.0,3.0,443,11.0,Champions
1448,Customer_1448,Female,23,Regular,Chennai,2021-10-23,cust1448@email.com,+91-7739592196,4403,<25,30.0,3.0,11229.17,5.0,1.0,2.0,512,8.0,New Customers
1449,Customer_1449,Female,52,New,Delhi,2020-06-13,cust1449@email.com,+91-8182894728,3546,45-54,68.0,4.0,17988.1,4.0,2.0,3.0,423,9.0,Potential Loyalists
1450,Customer_1450,Female,39,Occasional,Delhi,2021-06-03,cust1450@email.com,+91-8730759996,3977,35-44,155.0,2.0,2927.61,3.0,1.0,1.0,311,5.0,Promising
1451,Customer_1451,Female,18,Occasional,Bangalore,2020-05-11,cust1451@email.com,+91-7617842513,4317,<25,74.0,7.0,27625.84,4.0,5.0,5.0,455,14.0,Champions
1452,Customer_1452,Female,37,Regular,Mumbai,2021-05-25,cust1452@email.com,+91-9655339870,1196,35-44,67.0,5.0,23342.25,4.0,3.0,4.0,434,11.0,Loyal Customers
1453,Customer_1453,Female,39,Regular,Goa,2021-05-08,cust1453@email.com,+91-9614154439,3411,35-44,13.0,5.0,29106.54,5.0,3.0,5.0,535,13.0,Loyal Customers
1454,Customer_1454,Female,65,VIP,Chennai,2021-01-30,cust1454@email.com,+91-9924068985,796,55+,159.0,4.0,8514.44,3.0,2.0,1.0,321,6.0,Need Attention
1455,Customer_1455,Male,28,Occasional,Delhi,2021-08-03,cust1455@email.com,+91-9979252408,3892,25-34,179.0,7.0,28745.329999999998,3.0,5.0,5.0,355,13.0,Loyal Customers
1456,Customer_1456,Female,30,Occasional,Goa,2020-05-01,cust1456@email.com,+91-8725373847,150,25-34,923.0,1.0,7707.0,1.0,1.0,1.0,111,3.0,Lost / Hibernating
1457,Customer_1457,Female,59,Regular,Delhi,2021-12-30,cust1457@email.com,+91-7166569717,3249,55+,158.0,7.0,21862.67,3.0,5.0,4.0,354,12.0,Loyal Customers
1458,Customer_1458,Female,20,VIP,Mumbai,2021-03-24,cust1458@email.com,+91-8699916883,111,<25,42.0,4.0,12699.53,5.0,2.0,2.0,522,9.0,Potential Loyalists
1459,Customer_1459,Male,26,Regular,Goa,2021-08-06,cust1459@email.com,+91-8423756197,682,25-34,56.0,4.0,14622.45,4.0,2.0,3.0,423,9.0,Potential Loyalists
1460,Customer_1460,Female,29,Regular,Chennai,2021-08-21,cust1460@email.com,+91-9965734008,1161,25-34,344.0,2.0,16210.95,2.0,1.0,3.0,213,6.0,About to Sleep
1461,Customer_1461,Male,40,Occasional,Delhi,2020-06-27,cust1461@email.com,+91-8020395327,2379,35-44,18.0,4.0,14964.48,5.0,2.0,3.0,523,10.0,Potential Loyalists
1462,Customer_1462,Female,31,Regular,Mumbai,2021-04-20,cust1462@email.com,+91-7211703120,4988,25-34,578.0,2.0,3897.08,1.0,1.0,1.0,111,3.0,Lost / Hibernating
1463,Customer_1463,Male,50,Regular,Goa,2021-07-07,cust1463@email.com,+91-9041046587,160,45-54,252.0,8.0,25538.38,2.0,5.0,4.0,254,11.0,At Risk
1464,Customer_1464,Female,35,Occasional,Delhi,2021-09-11,cust1464@email.com,+91-8153561013,1425,35-44,91.0,8.0,25542.88,4.0,5.0,4.0,454,13.0,Champions
1465,Customer_1465,Other,66,VIP,Delhi,2020-02-25,cust1465@email.com,+91-8599620611,3661,55+,99.0,3.0,9471.28,4.0,1.0,2.0,412,7.0,New Customers
1466,Customer_1466,Male,58,New,Chennai,2021-12-06,cust1466@email.com,+91-7086899610,277,55+,220.0,7.0,27743.94,2.0,5.0,5.0,255,12.0,At Risk
1467,Customer_1467,Other,26,Occasional,Mumbai,2021-08-20,cust1467@email.com,+91-8451123758,3391,25-34,537.0,3.0,20695.42,1.0,1.0,4.0,114,6.0,Lost / Hibernating
1468,Customer_1468,Male,40,Regular,Bangalore,2021-12-17,cust1468@email.com,+91-8301611123,1556,35-44,521.0,6.0,19540.73,1.0,4.0,4.0,144,9.0,Can't Lose Them
1469,Customer_1469,Female,27,Regular,Delhi,2020-12-31,cust1469@email.com,+91-8335517080,4592,25-34,26.0,7.0,19787.11,5.0,5.0,4.0,554,14.0,Champions
1470,Customer_1470,Female,36,New,Goa,2021-05-03,cust1470@email.com,+91-8204079697,1915,35-44,195.0,7.0,32514.17,3.0,5.0,5.0,355,13.0,Loyal Customers
1471,Customer_1471,Female,64,Occasional,Chennai,2020-05-09,cust1471@email.com,+91-9111488438,4750,55+,9.0,6.0,21582.73,5.0,4.0,4.0,544,13.0,Champions
1472,Customer_1472,Female,22,VIP,Chennai,2021-02-04,cust1472@email.com,+91-9990082548,3107,<25,128.0,3.0,8130.49,3.0,1.0,1.0,311,5.0,Promising
1473,Customer_1473,Female,64,Regular,Delhi,2021-12-16,cust1473@email.com,+91-9941417062,302,55+,414.0,4.0,8859.25,1.0,2.0,1.0,121,4.0,Lost / Hibernating
1474,Customer_1474,Male,69,Occasional,Delhi,2021-07-07,cust1474@email.com,+91-7421840452,4533,55+,666.0,2.0,5936.740000000001,1.0,1.0,1.0,111,3.0,Lost / Hibernating
1475,Customer_1475,Male,40,Regular,Delhi,2021-04-05,cust1475@email.com,+91-7979069637,2773,35-44,70.0,4.0,12779.76,4.0,2.0,2.0,422,8.0,Potential Loyalists
1476,Customer_1476,Female,47,Occasional,Bangalore,2021-11-09,cust1476@email.com,+91-7577181411,4281,45-54,237.0,3.0,7413.8,2.0,1.0,1.0,211,4.0,About to Sleep
1477,Customer_1477,Female,42,New,Delhi,2021-08-25,cust1477@email.com,+91-8290553691,3245,35-44,315.0,6.0,22113.89,2.0,4.0,4.0,244,10.0,At Risk
1478,Customer_1478,Female,45,New,Mumbai,2020-10-27,cust1478@email.com,+91-8903145590,4768,45-54,61.0,5.0,25515.75,4.0,3.0,4.0,434,11.0,Loyal Customers
1479,Customer_1479,Female,51,Occasional,Goa,2020-07-12,cust1479@email.com,+91-8378118917,1000,45-54,70.0,5.0,27609.07,4.0,3.0,5.0,435,12.0,Loyal Customers
1480,Customer_1480,Male,62,Occasional,Delhi,2021-09-07,cust1480@email.com,+91-8157150012,3834,55+,79.0,9.0,25727.36,4.0,5.0,4.0,454,13.0,Champions
1481,Customer_1481,Female,65,New,Bangalore,2021-10-28,cust1481@email.com,+91-8790025237,4006,55+,169.0,7.0,20637.03,3.0,5.0,4.0,354,12.0,Loyal Customers
1482,Customer_1482,Male,64,VIP,Goa,2020-09-01,cust1482@email.com,+91-9598365569,4778,55+,140.0,3.0,11803.119999999999,3.0,1.0,2.0,312,6.0,Promising
1483,Customer_1483,Female,42,Regular,Chennai,2020-09-29,cust1483@email.com,+91-9772636814,1718,35-44,539.0,2.0,7200.84,1.0,1.0,1.0,111,3.0,Lost / Hibernating
1484,Customer_1484,Male,27,Occasional,Delhi,2020-12-27,cust1484@email.com,+91-7383484123,3830,25-34,138.0,3.0,7194.8099999999995,3.0,1.0,1.0,311,5.0,Promising
1485,Customer_1485,Male,31,Regular,Goa,2020-07-25,cust1485@email.com,+91-7807177651,3181,25-34,508.0,1.0,3452.82,1.0,1.0,1.0,111,3.0,Lost / Hibernating
1486,Customer_1486,Male,59,Occasional,Chennai,2020-05-04,cust1486@email.com,+91-8897158366,2882,55+,210.0,4.0,9076.81,2.0,2.0,1.0,221,5.0,Need Attention
1487,Customer_1487,Male,63,Occasional,Bangalore,2021-09-12,cust1487@email.com,+91-7907915284,998,55+,127.0,3.0,12109.41,3.0,1.0,2.0,312,6.0,Promising
1488,Customer_1488,Female,47,Occasional,Mumbai,2020-09-26,cust1488@email.com,+91-8748783374,284,45-54,246.0,7.0,17793.41,2.0,5.0,3.0,253,10.0,At Risk
1489,Customer_1489,Male,58,Occasional,Delhi,2020-08-04,cust1489@email.com,+91-9080741273,420,55+,103.0,6.0,26175.04,4.0,4.0,4.0,444,12.0,Champions
1490,Customer_1490,Male,42,Regular,Mumbai,2021-05-20,cust1490@email.com,+91-9218356672,2160,35-44,129.0,6.0,25487.88,3.0,4.0,4.0,344,11.0,Loyal Customers
1491,Customer_1491,Male,31,Occasional,Bangalore,2020-04-12,cust1491@email.com,+91-8605932109,3065,25-34,102.0,5.0,23690.52,4.0,3.0,4.0,434,11.0,Loyal Customers
1492,Customer_1492,Male,52,New,Goa,2021-11-18,cust1492@email.com,+91-7241402174,2275,45-54,54.0,7.0,14821.44,4.0,5.0,3.0,453,12.0,Champions
1493,Customer_1493,Male,69,VIP,Goa,2020-02-27,cust1493@email.com,+91-9213066496,1494,55+,80.0,5.0,15471.41,4.0,3.0,3.0,433,10.0,Loyal Customers
1494,Customer_1494,Male,65,Regular,Bangalore,2020-07-17,cust1494@email.com,+91-7682781467,3884,55+,51.0,3.0,13575.310000000001,5.0,1.0,2.0,512,8.0,New Customers
1495,Customer_1495,Female,51,New,Bangalore,2021-02-27,cust1495@email.com,+91-7281822724,4623,45-54,453.0,2.0,7594.64,1.0,1.0,1.0,111,3.0,Lost / Hibernating
1496,Customer_1496,Female,27,New,Delhi,2020-09-19,cust1496@email.com,+91-8336263518,2543,25-34,4.0,5.0,15493.26,5.0,3.0,3.0,533,11.0,Loyal Customers
1497,Customer_1497,Female,52,Regular,Chennai,2020-03-14,cust1497@email.com,+91-9176669141,4126,45-54,4.0,9.0,23085.75,5.0,5.0,4.0,554,14.0,Champions
1498,Customer_1498,Male,28,Regular,Mumbai,2021-12-01,cust1498@email.com,+91-8732526008,4257,25-34,154.0,7.0,33470.73,3.0,5.0,5.0,355,13.0,Loyal Customers
1499,Customer_1499,Male,28,VIP,Mumbai,2021-10-31,cust1499@email.com,+91-7582611532,1841,25-34,496.0,2.0,6249.08,1.0,1.0,1.0,111,3.0,Lost / Hibernating
1500,Customer_1500,Female,38,New,Goa,2020-08-29,cust1500@email.com,+91-9251792132,4800,35-44,138.0,6.0,15511.98,3.0,4.0,3.0,343,10.0,Loyal Customers
1501,Customer_1501,Female,38,New,Goa,2020-11-16,cust1501@email.com,+91-9442428958,721,35-44,99.0,5.0,10827.68,4.0,3.0,2.0,432,9.0,Loyal Customers
1502,Customer_1502,Male,39,New,Delhi,2020-10-22,cust1502@email.com,+91-7124331395,1401,35-44,437.0,6.0,27025.63,1.0,4.0,5.0,145,10.0,Can't Lose Them
1503,Customer_1503,Male,62,Occasional,Bangalore,2020-01-30,cust1503@email.com,+91-7746196273,445,55+,213.0,4.0,12403.09,2.0,2.0,2.0,222,6.0,Need Attention
1504,Customer_1504,Male,24,Occasional,Mumbai,2021-09-13,cust1504@email.com,+91-7827912699,2791,<25,117.0,6.0,22189.76,3.0,4.0,4.0,344,11.0,Loyal Customers
1505,Customer_1505,Male,34,Regular,Delhi,2020-08-17,cust1505@email.com,+91-7862114934,4522,25-34,289.0,3.0,8916.22,2.0,1.0,1.0,211,4.0,About to Sleep
1506,Customer_1506,Male,19,Regular,Goa,2020-01-03,cust1506@email.com,+91-7247508299,3767,<25,133.0,7.0,32337.07,3.0,5.0,5.0,355,13.0,Loyal Customers
1507,Customer_1507,Female,29,Occasional,Goa,2020-10-04,cust1507@email.com,+91-8071552532,2551,25-34,157.0,7.0,18995.02,3.0,5.0,3.0,353,11.0,Loyal Customers
1508,Customer_1508,Female,59,Occasional,Mumbai,2021-10-18,cust1508@email.com,+91-7142039044,1967,55+,50.0,4.0,20494.030000000002,5.0,2.0,4.0,524,11.0,Potential Loyalists
1509,Customer_1509,Female,35,Occasional,Goa,2021-10-11,cust1509@email.com,+91-8960432117,3888,35-44,519.0,5.0,18186.27,1.0,3.0,3.0,133,7.0,At Risk
1510,Customer_1510,Female,28,VIP,Goa,2021-02-06,cust1510@email.com,+91-7217150457,4816,25-34,109.0,5.0,28803.219999999998,4.0,3.0,5.0,435,12.0,Loyal Customers
1511,Customer_1511,Female,33,Regular,Chennai,2020-04-19,cust1511@email.com,+91-8547799171,2731,25-34,114.0,5.0,18128.47,4.0,3.0,3.0,433,10.0,Loyal Customers
1512,Customer_1512,Female,66,Occasional,Bangalore,2021-08-03,cust1512@email.com,+91-7855169963,2629,55+,38.0,9.0,41977.22,5.0,5.0,5.0,555,15.0,Champions
1513,Customer_1513,Female,68,Regular,Goa,2021-10-26,cust1513@email.com,+91-8176724393,1964,55+,71.0,6.0,31402.29,4.0,4.0,5.0,445,13.0,Champions
1514,Customer_1514,Male,35,Occasional,Chennai,2021-08-25,cust1514@email.com,+91-8582059473,1057,35-44,311.0,4.0,9834.93,2.0,2.0,2.0,222,6.0,Need Attention
1515,Customer_1515,Male,52,New,Delhi,2021-03-26,cust1515@email.com,+91-8993803105,4831,45-54,30.0,8.0,28599.52,5.0,5.0,5.0,555,15.0,Champions
1516,Customer_1516,Male,43,VIP,Goa,2020-04-02,cust1516@email.com,+91-9169501271,757,35-44,267.0,4.0,12992.34,2.0,2.0,2.0,222,6.0,Need Attention
1517,Customer_1517,Female,33,New,Delhi,2020-03-24,cust1517@email.com,+91-8704854104,1795,25-34,774.0,1.0,4578.38,1.0,1.0,1.0,111,3.0,Lost / Hibernating
1518,Customer_1518,Female,23,Regular,Goa,2020-05-12,cust1518@email.com,+91-9729064332,1643,<25,117.0,7.0,24360.690000000002,3.0,5.0,4.0,354,12.0,Loyal Customers
1519,Customer_1519,Male,61,Occasional,Mumbai,2020-06-19,cust1519@email.com,+91-7532029870,4849,55+,7.0,9.0,37933.03,5.0,5.0,5.0,555,15.0,Champions
1520,Customer_1520,Female,60,Regular,Chennai,2020-01-03,cust1520@email.com,+91-9925621610,23,55+,394.0,3.0,19341.3,1.0,1.0,4.0,114,6.0,Lost / Hibernating
1521,Customer_1521,Male,64,Occasional,Chennai,2021-02-03,cust1521@email.com,+91-7131267917,1239,55+,82.0,5.0,13050.45,4.0,3.0,2.0,432,9.0,Loyal Customers
1522,Customer_1522,Female,64,New,Mumbai,2020-12-07,cust1522@email.com,+91-8039116218,4150,55+,217.0,5.0,27011.37,2.0,3.0,5.0,235,10.0,At Risk
1523,Customer_1523,Male,65,VIP,Bangalore,2020-04-30,cust1523@email.com,+91-8599732557,3097,55+,0.0,4.0,10635.58,5.0,2.0,2.0,522,9.0,Potential Loyalists
1524,Customer_1524,Male,59,New,Chennai,2020-07-07,cust1524@email.com,+91-9099323053,1304,55+,,,,,,,,,
1525,Customer_1525,Female,29,Regular,Delhi,2021-03-06,cust1525@email.com,+91-9551397793,2542,25-34,98.0,2.0,4512.42,4.0,1.0,1.0,411,6.0,New Customers
1526,Customer_1526,Male,30,New,Chennai,2020-09-24,cust1526@email.com,+91-8915999663,3712,25-34,128.0,8.0,33877.659999999996,3.0,5.0,5.0,355,13.0,Loyal Customers
1527,Customer_1527,Male,21,Regular,Bangalore,2020-08-02,cust1527@email.com,+91-7762716154,3955,<25,81.0,8.0,17300.010000000002,4.0,5.0,3.0,453,12.0,Champions
1528,Customer_1528,Male,56,New,Delhi,2020-04-22,cust1528@email.com,+91-9038315396,4529,55+,394.0,5.0,11886.130000000001,1.0,3.0,2.0,132,6.0,At Risk
1529,Customer_1529,Female,19,Regular,Delhi,2020-10-18,cust1529@email.com,+91-9520631487,4303,<25,175.0,2.0,5482.02,3.0,1.0,1.0,311,5.0,Promising
1530,Customer_1530,Female,43,Regular,Mumbai,2021-09-22,cust1530@email.com,+91-9367960313,4228,35-44,20.0,5.0,16182.57,5.0,3.0,3.0,533,11.0,Loyal Customers
1531,Customer_1531,Male,44,Occasional,Goa,2020-01-14,cust1531@email.com,+91-8502207340,1305,35-44,64.0,10.0,35203.07,4.0,5.0,5.0,455,14.0,Champions
1532,Customer_1532,Female,44,New,Mumbai,2021-09-06,cust1532@email.com,+91-8478538226,4464,35-44,149.0,6.0,24922.19,3.0,4.0,4.0,344,11.0,Loyal Customers
1533,Customer_1533,Female,32,Regular,Goa,2020-03-02,cust1533@email.com,+91-7702285630,3174,25-34,378.0,3.0,18571.86,1.0,1.0,3.0,113,5.0,Lost / Hibernating
1534,Customer_1534,Male,25,Occasional,Mumbai,2020-03-06,cust1534@email.com,+91-8110935906,3628,25-34,370.0,2.0,3558.73,1.0,1.0,1.0,111,3.0,Lost / Hibernating
1535,Customer_1535,Male,24,New,Goa,2020-06-16,cust1535@email.com,+91-9958590550,781,<25,193.0,8.0,36699.35,3.0,5.0,5.0,355,13.0,Loyal Customers
1536,Customer_1536,Male,64,Occasional,Chennai,2021-05-26,cust1536@email.com,+91-7388230363,566,55+,37.0,7.0,15257.960000000001,5.0,5.0,3.0,553,13.0,Champions
1537,Customer_1537,Male,63,Regular,Delhi,2020-10-18,cust1537@email.com,+91-8224363672,4622,55+,115.0,5.0,15165.01,3.0,3.0,3.0,333,9.0,Loyal Customers
1538,Customer_1538,Female,57,Occasional,Goa,2020-09-26,cust1538@email.com,+91-7117898946,4132,55+,74.0,5.0,18918.96,4.0,3.0,3.0,433,10.0,Loyal Customers
1539,Customer_1539,Male,29,Occasional,Chennai,2021-05-13,cust1539@email.com,+91-8660286914,4273,25-34,324.0,3.0,21084.690000000002,2.0,1.0,4.0,214,7.0,About to Sleep
1540,Customer_1540,Female,30,New,Bangalore,2020-11-04,cust1540@email.com,+91-7213249628,638,25-34,227.0,5.0,22780.59,2.0,3.0,4.0,234,9.0,At Risk
1541,Customer_1541,Female,60,New,Mumbai,2021-01-19,cust1541@email.com,+91-7699681969,3700,55+,65.0,2.0,8886.67,4.0,1.0,1.0,411,6.0,New Customers
1542,Customer_1542,Male,34,Occasional,Bangalore,2020-09-24,cust1542@email.com,+91-9457829635,4167,25-34,57.0,6.0,24441.2,4.0,4.0,4.0,444,12.0,Champions
1543,Customer_1543,Female,34,New,Chennai,2020-11-19,cust1543@email.com,+91-7920491305,2399,25-34,17.0,6.0,21370.24,5.0,4.0,4.0,544,13.0,Champions
1544,Customer_1544,Male,53,Occasional,Bangalore,2020-11-02,cust1544@email.com,+91-7950695647,2670,45-54,479.0,2.0,7797.7,1.0,1.0,1.0,111,3.0,Lost / Hibernating
1545,Customer_1545,Other,38,Regular,Bangalore,2021-09-26,cust1545@email.com,+91-9780475472,1172,35-44,106.0,6.0,15230.31,4.0,4.0,3.0,443,11.0,Champions
1546,Customer_1546,Female,25,Regular,Chennai,2021-02-15,cust1546@email.com,+91-7966848837,1720,25-34,115.0,5.0,14050.74,3.0,3.0,3.0,333,9.0,Loyal Customers
1547,Customer_1547,Female,22,Occasional,Delhi,2020-10-21,cust1547@email.com,+91-9910678913,104,<25,9.0,6.0,18387.75,5.0,4.0,3.0,543,12.0,Champions
1548,Customer_1548,Female,43,Regular,Goa,2021-02-15,cust1548@email.com,+91-7887902820,1682,35-44,236.0,3.0,7874.52,2.0,1.0,1.0,211,4.0,About to Sleep
1549,Customer_1549,Male,33,New,Mumbai,2020-02-20,cust1549@email.com,+91-8155705163,4316,25-34,355.0,4.0,6281.38,1.0,2.0,1.0,121,4.0,Lost / Hibernating
1550,Customer_1550,Female,53,New,Goa,2021-04-15,cust1550@email.com,+91-9798546298,1849,45-54,377.0,3.0,12538.66,1.0,1.0,2.0,112,4.0,Lost / Hibernating
1551,Customer_1551,Female,45,Regular,Mumbai,2020-12-14,cust1551@email.com,+91-8758820024,862,45-54,76.0,5.0,21425.86,4.0,3.0,4.0,434,11.0,Loyal Customers
1552,Customer_1552,Female,46,Occasional,Goa,2021-07-29,cust1552@email.com,+91-9204526134,3445,45-54,70.0,14.0,44853.26,4.0,5.0,5.0,455,14.0,Champions
1553,Customer_1553,Female,64,VIP,Bangalore,2020-01-29,cust1553@email.com,+91-7086124217,2565,55+,45.0,4.0,10613.64,5.0,2.0,2.0,522,9.0,Potential Loyalists
1554,Customer_1554,Female,29,New,Delhi,2020-09-03,cust1554@email.com,+91-9930025537,298,25-34,60.0,4.0,9283.67,4.0,2.0,2.0,422,8.0,Potential Loyalists
1555,Customer_1555,Male,54,New,Bangalore,2021-10-25,cust1555@email.com,+91-7038216544,2908,45-54,279.0,7.0,24284.0,2.0,5.0,4.0,254,11.0,At Risk
1556,Customer_1556,Male,47,Occasional,Delhi,2021-09-30,cust1556@email.com,+91-9036231979,4137,45-54,125.0,10.0,35934.66,3.0,5.0,5.0,355,13.0,Loyal Customers
1557,Customer_1557,Female,40,New,Chennai,2021-10-06,cust1557@email.com,+91-7568284681,770,35-44,76.0,2.0,6532.96,4.0,1.0,1.0,411,6.0,New Customers
1558,Customer_1558,Male,33,Occasional,Mumbai,2021-09-28,cust1558@email.com,+91-9780439666,2539,25-34,97.0,4.0,10135.4,4.0,2.0,2.0,422,8.0,Potential Loyalists
1559,Customer_1559,Female,31,Occasional,Mumbai,2020-10-16,cust1559@email.com,+91-7743891149,1462,25-34,163.0,9.0,41354.9,3.0,5.0,5.0,355,13.0,Loyal Customers
1560,Customer_1560,Female,27,Regular,Chennai,2021-09-25,cust1560@email.com,+91-9581885004,3854,25-34,9.0,8.0,32346.1,5.0,5.0,5.0,555,15.0,Champions
1561,Customer_1561,Male,24,Regular,Goa,2020-12-16,cust1561@email.com,+91-7036351450,3118,<25,265.0,5.0,27562.64,2.0,3.0,5.0,235,10.0,At Risk
1562,Customer_1562,Male,62,Occasional,Chennai,2021-08-21,cust1562@email.com,+91-7961084962,2132,55+,59.0,6.0,17232.55,4.0,4.0,3.0,443,11.0,Champions
1563,Customer_1563,Female,69,Regular,Chennai,2020-06-11,cust1563@email.com,+91-8084008690,1709,55+,437.0,5.0,12410.33,1.0,3.0,2.0,132,6.0,At Risk
1564,Customer_1564,Male,54,Regular,Delhi,2021-11-01,cust1564@email.com,+91-9612817084,990,45-54,136.0,6.0,24052.11,3.0,4.0,4.0,344,11.0,Loyal Customers
1565,Customer_1565,Female,46,VIP,Chennai,2020-05-11,cust1565@email.com,+91-8311939403,710,45-54,172.0,7.0,46113.23,3.0,5.0,5.0,355,13.0,Loyal Customers
1566,Customer_1566,Male,20,Regular,Mumbai,2020-06-05,cust1566@email.com,+91-9760548616,4304,<25,179.0,2.0,8688.78,3.0,1.0,1.0,311,5.0,Promising
1567,Customer_1567,Female,32,Occasional,Bangalore,2020-06-05,cust1567@email.com,+91-8182741899,38,25-34,95.0,5.0,27977.84,4.0,3.0,5.0,435,12.0,Loyal Customers
1568,Customer_1568,Male,53,Occasional,Delhi,2021-01-29,cust1568@email.com,+91-8820236332,1275,45-54,259.0,7.0,32108.19,2.0,5.0,5.0,255,12.0,At Risk
